subject,roi,metric,mean,median,std,n
104012,GM,MK,0.7587151527404785,0.7073414325714111,0.3717614710330963,67844
104012,GM,alpha_persistence,1.8328920602798462,1.8265867233276367,0.18526577949523926,67844
104012,CSF,FA,0.07343151420354843,0.07050861418247223,0.027715375646948814,2433
104012,CSF,MD,0.0013294750824570656,0.0013229417381808162,0.0002527148462831974,2433
104012,CSF,MK,0.47889643907546997,0.4676465094089508,0.07912234961986542,2433
104012,CSF,alpha_persistence,1.7808799743652344,1.7645213603973389,0.13933607935905457,2433
104012,CC,FA,0.7758047580718994,0.7700216770172119,0.10821188241243362,838
104012,CC,MD,0.00040107971290126443,0.0004546648997347802,0.0001888150436570868,838
104012,CC,MK,1.0338762998580933,1.1165106296539307,0.7449522018432617,838
104012,CC,alpha_persistence,2.135375738143921,2.16093111038208,0.34753403067588806,838
104416,WM,FA,0.5718481540679932,0.5455670356750488,0.1284179389476776,21632
104416,WM,MD,0.0005053214845247567,0.0005318202311173081,0.00015139473543968052,21632
104416,WM,MK,1.0802963972091675,1.037623405456543,0.45008960366249084,21632
104416,WM,alpha_persistence,2.190553665161133,2.2206919193267822,0.24198400974273682,21632
104416,GM,FA,0.17185711860656738,0.15482006967067719,0.09131640940904617,68475
104416,GM,MD,0.0006826212629675865,0.0006503533804789186,0.00024327298160642385,68475
104416,GM,MK,0.7452778220176697,0.7019688487052917,0.3461214303970337,68475
104416,GM,alpha_persistence,1.8855648040771484,1.8796895742416382,0.19885239005088806,68475
104416,CSF,FA,0.0622110590338707,0.05852111428976059,0.025038404390215874,2896
104416,CSF,MD,0.0015788049204275012,0.0015792797785252333,0.0002712549176067114,2896
104416,CSF,MK,0.42605751752853394,0.4052116274833679,0.06424134969711304,2896
104416,CSF,alpha_persistence,1.780480146408081,1.761887550354004,0.1362583339214325,2896
104416,CC,FA,0.7522796392440796,0.7523743510246277,0.09035500138998032,875
104416,CC,MD,0.00047319522127509117,0.0005031844484619796,0.00015739124501124024,875
104416,CC,MK,1.1063898801803589,1.1426736116409302,0.5246488451957703,875
104416,CC,alpha_persistence,2.2808995246887207,2.3059394359588623,0.28135937452316284,875
104820,WM,FA,0.5519532561302185,0.5213055610656738,0.12554766237735748,19347
104820,WM,MD,0.00048653114936314523,0.000519788358360529,0.00015533488476648927,19347
104820,WM,MK,1.0724221467971802,1.0344001054763794,0.47697970271110535,19347
104820,WM,alpha_persistence,2.105952262878418,2.138434886932373,0.26021403074264526,19347
104820,GM,FA,0.17659440636634827,0.15890662372112274,0.09284403920173645,65080
104820,GM,MD,0.0006546726217493415,0.0006347332964651287,0.0002242023911094293,65080
104820,GM,MK,0.7482199668884277,0.7154880166053772,0.3622892498970032,65080
104820,GM,alpha_persistence,1.8171274662017822,1.8265964984893799,0.22382962703704834,65080
104820,CSF,FA,0.06318105012178421,0.059309910982847214,0.02598063088953495,2625
104820,CSF,MD,0.0014747153036296368,0.0014528417959809303,0.00028817838756367564,2625
104820,CSF,MK,0.44735538959503174,0.42254844307899475,0.07078671455383301,2625
104820,CSF,alpha_persistence,1.714085340499878,1.6965800523757935,0.14878934621810913,2625
104820,CC,FA,0.7493118643760681,0.7338847517967224,0.09962116181850433,855
104820,CC,MD,0.0004259631677996367,0.0004791848477907479,0.0001804742933018133,855
104820,CC,MK,1.0709890127182007,1.1576505899429321,0.6234495639801025,855
104820,CC,alpha_persistence,2.174217939376831,2.21189284324646,0.3983604311943054,855
105014,WM,FA,0.5815067887306213,0.5549081563949585,0.13342377543449402,23880
105014,WM,MD,0.0004752358072437346,0.000499789253808558,0.0001436012826161459,23880
105014,WM,MK,1.1010124683380127,1.0850017070770264,0.45617955923080444,23880
105014,WM,alpha_persistence,2.169452667236328,2.20778751373291,0.2742312550544739,23880
105014,GM,FA,0.17319633066654205,0.15533804893493652,0.09071484208106995,69060
105014,GM,MD,0.0006617835606448352,0.0006426096661016345,0.0002285212540300563,69060
105014,GM,MK,0.7367666959762573,0.6840893030166626,0.3581746220588684,69060
105014,GM,alpha_persistence,1.835792899131775,1.8483200073242188,0.23300331830978394,69060
105014,CSF,FA,0.06836643069982529,0.06493601202964783,0.02625873312354088,2810
105014,CSF,MD,0.0014525243313983083,0.0014311226550489664,0.0002935234224423766,2810
105014,CSF,MK,0.45081478357315063,0.4244281053543091,0.07425201684236526,2810
105014,CSF,alpha_persistence,1.741758942604065,1.7213945388793945,0.1770971715450287,2810
105014,CC,FA,0.7772274613380432,0.7796667814254761,0.10580112040042877,1072
105014,CC,MD,0.0004547489224933088,0.0004922470543533564,0.00016859838797245175,1072
105014,CC,MK,1.0882550477981567,1.1404509544372559,0.6305773258209229,1072
105014,CC,alpha_persistence,2.3138842582702637,2.3497684001922607,0.39516469836235046,1072
105115,WM,FA,0.5769277215003967,0.5470197200775146,0.13501857221126556,22797
105115,WM,MD,0.0004736874543596059,0.0005105867167003453,0.0001623771822778508,22797
105115,WM,MK,1.0855520963668823,1.0576841831207275,0.5033720135688782,22797
105115,WM,alpha_persistence,2.103736162185669,2.131237506866455,0.2453792542219162,22797
105115,GM,FA,0.1694338172674179,0.15083643794059753,0.09208673238754272,72026
105115,GM,MD,0.0006725696148350835,0.0006514079868793488,0.00027791777392849326,72026
105115,GM,MK,0.7288740277290344,0.6766311526298523,0.3355705142021179,72026
105115,GM,alpha_persistence,1.828399658203125,1.8236010074615479,0.19255231320858002,72026
105115,CSF,FA,0.06375862658023834,0.060228362679481506,0.024975474923849106,4223
105115,CSF,MD,0.0013624208513647318,0.0013200553366914392,0.0002183815959142521,4223
105115,CSF,MK,0.4383449852466583,0.4109448790550232,0.06155930832028389,4223
105115,CSF,alpha_persistence,1.7846384048461914,1.7765631675720215,0.14152124524116516,4223
105115,CC,FA,0.7828145027160645,0.7830040454864502,0.10771825909614563,760
105115,CC,MD,0.0004171142354607582,0.0004820231697522104,0.00019039714243263006,760
105115,CC,MK,1.0675119161605835,1.1552033424377441,0.6688157916069031,760
105115,CC,alpha_persistence,2.1601619720458984,2.181689739227295,0.3164546489715576,760
105216,WM,FA,0.576047956943512,0.5533435344696045,0.1258401721715927,28611
105216,WM,MD,0.0004897766630165279,0.0005116250831633806,0.00013363738253246993,28611
105216,WM,MK,1.0904791355133057,1.0732420682907104,0.4173058867454529,28611
105216,WM,alpha_persistence,2.188041925430298,2.2099294662475586,0.24553780257701874,28611
105216,GM,FA,0.17383451759815216,0.157343327999115,0.09152212738990784,87075
105216,GM,MD,0.0006996439769864082,0.0006573285209015012,0.0002632585819810629,87075
105216,GM,MK,0.7098755836486816,0.6682252883911133,0.3492796719074249,87075
105216,GM,alpha_persistence,1.8767497539520264,1.8733714818954468,0.19806784391403198,87075
105216,CSF,FA,0.06883183121681213,0.06412827968597412,0.02834043651819229,3115
105216,CSF,MD,0.0016207018634304404,0.0016302443109452724,0.00037085803342051804,3115
105216,CSF,MK,0.44541850686073303,0.43075183033943176,0.07398774474859238,3115
105216,CSF,alpha_persistence,1.781067967414856,1.7744745016098022,0.14638778567314148,3115
105216,CC,FA,0.7753565311431885,0.7710264921188354,0.10654518008232117,876
105216,CC,MD,0.0004185825237073004,0.00046677771024405956,0.00017298845341429114,876
105216,CC,MK,1.0888062715530396,1.1797600984573364,0.6897414326667786,876
105216,CC,alpha_persistence,2.2055349349975586,2.1966233253479004,0.34952035546302795,876
105620,WM,FA,0.5742900371551514,0.5508544445037842,0.12586632370948792,24403
105620,WM,MD,0.0005003760452382267,0.0005207663052715361,0.0001412897399859503,24403
105620,WM,MK,1.035246729850769,1.0330132246017456,0.4226587116718292,24403
105620,WM,alpha_persistence,2.190274715423584,2.2182350158691406,0.2877172529697418,24403
105620,GM,FA,0.17472165822982788,0.15660175681114197,0.09081470221281052,70253
105620,GM,MD,0.0006922940374352038,0.0006456836126744747,0.00026457084459252656,70253
105620,GM,MK,0.6731359362602234,0.655039370059967,0.38297662138938904,70253
105620,GM,alpha_persistence,1.8146729469299316,1.8162986040115356,0.255316823720932,70253
105620,CSF,FA,0.07508872449398041,0.07206369936466217,0.028887232765555382,2580
105620,CSF,MD,0.0016458050813525915,0.0016518204938620329,0.00035398738691583276,2580
105620,CSF,MK,0.43930956721305847,0.4191836416721344,0.07570105046033859,2580
105620,CSF,alpha_persistence,1.6844720840454102,1.671038269996643,0.20055679976940155,2580
105620,CC,FA,0.7645454406738281,0.7571660280227661,0.10023912042379379,918
105620,CC,MD,0.0004890970885753632,0.0005245852516964078,0.0001701237924862653,918
105620,CC,MK,1.111791968345642,1.1381890773773193,0.5509350895881653,918
105620,CC,alpha_persistence,2.2554428577423096,2.265296459197998,0.3745555281639099,918
105923,WM,FA,0.5688595771789551,0.5447899103164673,0.12460900843143463,22428
105923,WM,MD,0.0005068850587122142,0.0005260345060378313,0.00013887994282413274,22428
105923,WM,MK,1.0728610754013062,1.0481542348861694,0.4048142731189728,22428
105923,WM,alpha_persistence,2.201101541519165,2.2254276275634766,0.2520465850830078,22428
105923,GM,FA,0.16767287254333496,0.14901041984558105,0.0913676843047142,73046
105923,GM,MD,0.0007102371891960502,0.0006641217041760683,0.00027411157498136163,73046
105923,GM,MK,0.691105842590332,0.6509199142456055,0.35197335481643677,73046
105923,GM,alpha_persistence,1.8683801889419556,1.874119758605957,0.2174571305513382,73046
105923,CSF,FA,0.060732562094926834,0.05652870982885361,0.02677975594997406,2672
105923,CSF,MD,0.0017773197032511234,0.0018201586790382862,0.00034273546771146357,2672
105923,CSF,MK,0.41481009125709534,0.39061516523361206,0.06778106093406677,2672
105923,CSF,alpha_persistence,1.7059175968170166,1.6996493339538574,0.13272017240524292,2672
105923,CC,FA,0.7795385122299194,0.7828189134597778,0.10870076715946198,828
105923,CC,MD,0.0004520888614933938,0.0004924118402414024,0.00017092344933189452,828
105923,CC,MK,1.157330870628357,1.1848466396331787,0.617398202419281,828
105923,CC,alpha_persistence,2.3345229625701904,2.359903335571289,0.4090854823589325,828
106016,WM,FA,0.574891209602356,0.5482392311096191,0.13121801614761353,20676
106016,WM,MD,0.00047483041998930275,0.0005065357545390725,0.00015278640785254538,20676
106016,WM,MK,1.0775072574615479,1.0582375526428223,0.49713069200515747,20676
106016,WM,alpha_persistence,2.1780881881713867,2.2162749767303467,0.2792717516422272,20676
106016,GM,FA,0.17248627543449402,0.15619531273841858,0.08877310156822205,67728
106016,GM,MD,0.0006674512405879796,0.0006418245029635727,0.00023970688926056027,67728
106016,GM,MK,0.7268871068954468,0.680655300617218,0.37602728605270386,67728
106016,GM,alpha_persistence,1.8551114797592163,1.8611767292022705,0.2303268164396286,67728
106016,CSF,FA,0.06383661925792694,0.05989663675427437,0.02725851535797119,2479
106016,CSF,MD,0.00163086352404207,0.0016614769119769335,0.00030675833113491535,2479
106016,CSF,MK,0.43406105041503906,0.41094526648521423,0.06733816862106323,2479
106016,CSF,alpha_persistence,1.734460473060608,1.721571922302246,0.14014287292957306,2479
106016,CC,FA,0.7797865271568298,0.770679235458374,0.1133483275771141,803
106016,CC,MD,0.0004404083301778883,0.000497854663990438,0.00019129886641167104,803
106016,CC,MK,1.059980869293213,1.1044707298278809,0.6835362911224365,803
106016,CC,alpha_persistence,2.2877166271209717,2.317392587661743,0.4307160973548889,803
